"count","mesh_descriptor","freq"
"40104","asthma",0.9778917145200985
"999","chronic disease",0.0398687448728466
"971","acute disease",0.03978671041837572
"1170","rhinitis, allergic, seasonal",0.03187038556193601
"1015","bronchitis",0.03133716160787531
"1245","dermatitis, atopic",0.030968006562756358
"1182","respiratory tract infections",0.03088597210828548
"1152","asthma, exercise-induced",0.028547990155865465
"1115","bronchial hyperreactivity",0.028178835110746512
"1050","rhinitis, allergic, perennial",0.02469237079573421
"817","eczema",0.023256767842493847
"740","rhinitis",0.019196062346185396
"517","pneumonia",0.015258408531583265
"594","status asthmaticus",0.01468416735028712
"525","respiratory tract diseases",0.01431501230516817
"471","cystic fibrosis",0.013740771123872026
"471","airway obstruction",0.013412633305988516
"468","obesity",0.011648892534864643
"331","virus diseases",0.009023789991796555
"311","bronchial spasm",0.009023789991796555
"343","bronchiolitis",0.0081214109926169
"333","respiratory syncytial virus infections",0.007793273174733388
"265","lung diseases",0.007465135356849877
"326","gastroesophageal reflux",0.007136997538966366
"196","stress, psychological",0.006685808039376538
"253","bronchiolitis, viral",0.006562756357670222
"279","sinusitis",0.00623461853978671
"183","urticaria",0.006029532403609516
"233","conjunctivitis, allergic",0.0059885151763740775
"162","psychophysiologic disorders",0.005496308449548811
"216","respiration disorders",0.005455291222313372
"180","eosinophilia",0.005455291222313372
"215","influenza, human",0.0047169811320754715
"165","diabetes mellitus, type 1",0.0047169811320754715
"157","pregnancy complications",0.004675963904840033
"131","bronchiectasis",0.0043888433141919606
"137","otitis media",0.004019688269073011
"134","lung diseases, obstructive",0.003937653814602133
"96","syndrome",0.003937653814602133
"135","child behavior disorders",0.003527481542247744
"123","depression",0.003486464315012305
"118","epilepsy",0.003486464315012305
"117","bronchial diseases",0.003486464315012305
"85","infant, premature",0.0034454470877768664
"103","infection",0.0033634126333059885
"106","bacterial infections",0.003199343724364233
"103","conjunctivitis",0.003117309269893355
"102","mental disorders",0.0029942575881870387
"93","diabetes mellitus",0.0029942575881870387
"108","attention deficit disorder with hyperactivity",0.0029122231337161608
"102","common cold",0.002830188679245283
"103","bronchopulmonary dysplasia",0.0027481542247744053
"129","picornaviridae infections",0.0027071369975389665
"75","pulmonary emphysema",0.0027071369975389665
"77","tuberculosis, pulmonary",0.0026251025430680886
"91","croup",0.0025430680885972106
"67","rhinitis, allergic",0.002502050861361772
"68","laryngitis",0.002255947497949139
"82","sleep wake disorders",0.002173913043478261
"62","respiratory distress syndrome, newborn",0.002173913043478261
"62","tonsillitis",0.002091878589007383
"94","milk hypersensitivity",0.0020098441345365054
"74","pneumothorax",0.0020098441345365054
"57","bronchopneumonia",0.0020098441345365054
"77","adrenal insufficiency",0.0019278096800656275
"50","immune system diseases",0.0018867924528301887
"55","whooping cough",0.001804757998359311
"84","anxiety disorders",0.001763740771123872
"51","dental caries",0.001763740771123872
"42","personality",0.0017227235438884332
"58","neoplasms",0.0016817063166529942
"49","substance-related disorders",0.0016817063166529942
"65","anemia, sickle cell",0.0016406890894175555
"70","pneumonia, mycoplasma",0.0015996718621821165
"53","occupational diseases",0.0015996718621821165
"39","korea",0.0015996718621821165
"46","gastroenteritis",0.0015176374077112388
"76","laryngeal diseases",0.0014766201804757998
"49","tuberculosis",0.0014766201804757998
"39","hypertension",0.001435602953240361
"49","arthritis, juvenile",0.001394585726004922
"63","depressive disorder",0.0013125512715340443
"58","pulmonary eosinophilia",0.0013125512715340443
"48","neurodermatitis",0.0013125512715340443
"41","infant, newborn, diseases",0.0013125512715340443
"40","cardiovascular diseases",0.0013125512715340443
"34","skin diseases",0.0013125512715340443
"57","vitamin d deficiency",0.0012715340442986053
"48","pulmonary disease, chronic obstructive",0.0012715340442986053
"40","communicable diseases",0.0012715340442986053
"32","gastrointestinal diseases",0.0012715340442986053
"47","chickenpox",0.0012305168170631665
"40","pharyngitis",0.0012305168170631665
"45","chlamydia infections",0.0011894995898277276
"36","learning disorders",0.0011894995898277276
"36","colitis, ulcerative",0.0011894995898277276
"38","measles",0.0011484823625922888
"36","diseases in twins",0.0011484823625922888
"31","rheumatic fever",0.0011484823625922888
"29","dermatitis",0.0011484823625922888
"47","ascariasis",0.0011074651353568498
"36","immunologic deficiency syndromes",0.0011074651353568498
"43","developmental disabilities",0.001066447908121411
"38","migraine disorders",0.001066447908121411
"36","sudden infant death",0.001066447908121411
"34","heart diseases",0.001066447908121411
"53","tracheal neoplasms",0.001025430680885972
"34","nephrotic syndrome",0.001025430680885972
"33","dermatitis, contact",0.001025430680885972
"25","pulmonary fibrosis",0.001025430680885972
"49","pneumonia, bacterial",0.0009844134536505333
"42","sleep apnea syndromes",0.0009433962264150943
"28","intellectual disability",0.0009433962264150943
"24","infant, very low birth weight",0.0009433962264150943
"50","aspergillosis, allergic bronchopulmonary",0.0009023789991796555
"36","sleep apnea, obstructive",0.0009023789991796555
"33","agammaglobulinemia",0.0009023789991796555
"29","respirovirus infections",0.0009023789991796555
"27","poliomyelitis",0.0009023789991796555
"41","paramyxoviridae infections",0.0008613617719442166
"41","churg-strauss syndrome",0.0008613617719442166
"35","chlamydophila infections",0.0008203445447087777
"27","pneumonia, viral",0.0008203445447087777
"21","streptococcal infections",0.0008203445447087777
"20","alpha 1-antitrypsin deficiency",0.0008203445447087777
"34","tracheal stenosis",0.0007793273174733388
"34","helminthiasis",0.0007793273174733388
"26","autoimmune diseases",0.0007793273174733388
"25","heart arrest",0.0007793273174733388
"22","child abuse",0.0007793273174733388
"31","bronchitis, chronic",0.0007383100902378999
"29","otitis media with effusion",0.0007383100902378999
"29","mycoplasma infections",0.0007383100902378999
"24","staphylococcal infections",0.0007383100902378999
"23","celiac disease",0.0007383100902378999
"22","leukemia",0.0007383100902378999
"20","violence",0.0007383100902378999
